epoch,step,test_cardinality_error_enc_0_epoch,test_cardinality_error_enc_0_step,test_cardinality_error_enc_1_epoch,test_cardinality_error_enc_1_step,test_cardinality_error_enc_2_epoch,test_cardinality_error_enc_2_step,test_cardinality_error_enc_3_epoch,test_cardinality_error_enc_3_step,test_cardinality_error_enc_4_epoch,test_cardinality_error_enc_4_step,test_cardinality_error_enc_epoch,test_cardinality_error_enc_step,test_cardinality_error_epoch,test_cardinality_error_step,test_class_precision_epoch,test_class_precision_step,test_corr_mask_attn_map_dec_0_epoch,test_corr_mask_attn_map_dec_0_step,test_corr_mask_attn_map_dec_1_epoch,test_corr_mask_attn_map_dec_1_step,test_corr_mask_attn_map_dec_2_epoch,test_corr_mask_attn_map_dec_2_step,test_corr_mask_attn_map_dec_all_epoch,test_corr_mask_attn_map_dec_all_step,test_loss_ce_enc_0_epoch,test_loss_ce_enc_0_step,test_loss_ce_enc_1_epoch,test_loss_ce_enc_1_step,test_loss_ce_enc_2_epoch,test_loss_ce_enc_2_step,test_loss_ce_enc_3_epoch,test_loss_ce_enc_3_step,test_loss_ce_enc_4_epoch,test_loss_ce_enc_4_step,test_loss_ce_enc_epoch,test_loss_ce_enc_step,test_loss_ce_epoch,test_loss_ce_step,test_loss_epoch,test_loss_mask_prediction_epoch,test_loss_mask_prediction_step,test_loss_screw_angle_enc_0_epoch,test_loss_screw_angle_enc_0_step,test_loss_screw_angle_enc_1_epoch,test_loss_screw_angle_enc_1_step,test_loss_screw_angle_enc_2_epoch,test_loss_screw_angle_enc_2_step,test_loss_screw_angle_enc_3_epoch,test_loss_screw_angle_enc_3_step,test_loss_screw_angle_enc_4_epoch,test_loss_screw_angle_enc_4_step,test_loss_screw_angle_enc_epoch,test_loss_screw_angle_enc_step,test_loss_screw_angle_epoch,test_loss_screw_angle_step,test_loss_screw_head_enc_0_epoch,test_loss_screw_head_enc_0_step,test_loss_screw_head_enc_1_epoch,test_loss_screw_head_enc_1_step,test_loss_screw_head_enc_2_epoch,test_loss_screw_head_enc_2_step,test_loss_screw_head_enc_3_epoch,test_loss_screw_head_enc_3_step,test_loss_screw_head_enc_4_epoch,test_loss_screw_head_enc_4_step,test_loss_screw_head_enc_epoch,test_loss_screw_head_enc_step,test_loss_screw_head_epoch,test_loss_screw_head_step,test_loss_screw_midpoint_enc_0_epoch,test_loss_screw_midpoint_enc_0_step,test_loss_screw_midpoint_enc_1_epoch,test_loss_screw_midpoint_enc_1_step,test_loss_screw_midpoint_enc_2_epoch,test_loss_screw_midpoint_enc_2_step,test_loss_screw_midpoint_enc_3_epoch,test_loss_screw_midpoint_enc_3_step,test_loss_screw_midpoint_enc_4_epoch,test_loss_screw_midpoint_enc_4_step,test_loss_screw_midpoint_enc_epoch,test_loss_screw_midpoint_enc_step,test_loss_screw_midpoint_epoch,test_loss_screw_midpoint_step,test_loss_screw_tip_enc_0_epoch,test_loss_screw_tip_enc_0_step,test_loss_screw_tip_enc_1_epoch,test_loss_screw_tip_enc_1_step,test_loss_screw_tip_enc_2_epoch,test_loss_screw_tip_enc_2_step,test_loss_screw_tip_enc_3_epoch,test_loss_screw_tip_enc_3_step,test_loss_screw_tip_enc_4_epoch,test_loss_screw_tip_enc_4_step,test_loss_screw_tip_enc_epoch,test_loss_screw_tip_enc_step,test_loss_screw_tip_epoch,test_loss_screw_tip_step,test_loss_step,test_precision_angle_10_epoch,test_precision_angle_10_step,test_precision_angle_1_epoch,test_precision_angle_1_step,test_precision_angle_2_epoch,test_precision_angle_2_step,test_precision_angle_3_epoch,test_precision_angle_3_step,test_precision_angle_4_epoch,test_precision_angle_4_step,test_precision_angle_5_epoch,test_precision_angle_5_step,test_precision_angle_6_epoch,test_precision_angle_6_step,test_precision_angle_7_epoch,test_precision_angle_7_step,test_precision_angle_8_epoch,test_precision_angle_8_step,test_precision_angle_9_epoch,test_precision_angle_9_step,test_precision_head_10_epoch,test_precision_head_10_step,test_precision_head_1_epoch,test_precision_head_1_step,test_precision_head_2_epoch,test_precision_head_2_step,test_precision_head_3_epoch,test_precision_head_3_step,test_precision_head_4_epoch,test_precision_head_4_step,test_precision_head_5_epoch,test_precision_head_5_step,test_precision_head_6_epoch,test_precision_head_6_step,test_precision_head_7_epoch,test_precision_head_7_step,test_precision_head_8_epoch,test_precision_head_8_step,test_precision_head_9_epoch,test_precision_head_9_step,test_precision_midpoint_10_epoch,test_precision_midpoint_10_step,test_precision_midpoint_1_epoch,test_precision_midpoint_1_step,test_precision_midpoint_2_epoch,test_precision_midpoint_2_step,test_precision_midpoint_3_epoch,test_precision_midpoint_3_step,test_precision_midpoint_4_epoch,test_precision_midpoint_4_step,test_precision_midpoint_5_epoch,test_precision_midpoint_5_step,test_precision_midpoint_6_epoch,test_precision_midpoint_6_step,test_precision_midpoint_7_epoch,test_precision_midpoint_7_step,test_precision_midpoint_8_epoch,test_precision_midpoint_8_step,test_precision_midpoint_9_epoch,test_precision_midpoint_9_step,test_precision_tip_10_epoch,test_precision_tip_10_step,test_precision_tip_1_epoch,test_precision_tip_1_step,test_precision_tip_2_epoch,test_precision_tip_2_step,test_precision_tip_3_epoch,test_precision_tip_3_step,test_precision_tip_4_epoch,test_precision_tip_4_step,test_precision_tip_5_epoch,test_precision_tip_5_step,test_precision_tip_6_epoch,test_precision_tip_6_step,test_precision_tip_7_epoch,test_precision_tip_7_step,test_precision_tip_8_epoch,test_precision_tip_8_step,test_precision_tip_9_epoch,test_precision_tip_9_step,test_recall_angle_10_epoch,test_recall_angle_10_step,test_recall_angle_1_epoch,test_recall_angle_1_step,test_recall_angle_2_epoch,test_recall_angle_2_step,test_recall_angle_3_epoch,test_recall_angle_3_step,test_recall_angle_4_epoch,test_recall_angle_4_step,test_recall_angle_5_epoch,test_recall_angle_5_step,test_recall_angle_6_epoch,test_recall_angle_6_step,test_recall_angle_7_epoch,test_recall_angle_7_step,test_recall_angle_8_epoch,test_recall_angle_8_step,test_recall_angle_9_epoch,test_recall_angle_9_step,test_recall_head_10_epoch,test_recall_head_10_step,test_recall_head_1_epoch,test_recall_head_1_step,test_recall_head_2_epoch,test_recall_head_2_step,test_recall_head_3_epoch,test_recall_head_3_step,test_recall_head_4_epoch,test_recall_head_4_step,test_recall_head_5_epoch,test_recall_head_5_step,test_recall_head_6_epoch,test_recall_head_6_step,test_recall_head_7_epoch,test_recall_head_7_step,test_recall_head_8_epoch,test_recall_head_8_step,test_recall_head_9_epoch,test_recall_head_9_step,test_recall_midpoint_10_epoch,test_recall_midpoint_10_step,test_recall_midpoint_1_epoch,test_recall_midpoint_1_step,test_recall_midpoint_2_epoch,test_recall_midpoint_2_step,test_recall_midpoint_3_epoch,test_recall_midpoint_3_step,test_recall_midpoint_4_epoch,test_recall_midpoint_4_step,test_recall_midpoint_5_epoch,test_recall_midpoint_5_step,test_recall_midpoint_6_epoch,test_recall_midpoint_6_step,test_recall_midpoint_7_epoch,test_recall_midpoint_7_step,test_recall_midpoint_8_epoch,test_recall_midpoint_8_step,test_recall_midpoint_9_epoch,test_recall_midpoint_9_step,test_recall_tip_10_epoch,test_recall_tip_10_step,test_recall_tip_1_epoch,test_recall_tip_1_step,test_recall_tip_2_epoch,test_recall_tip_2_step,test_recall_tip_3_epoch,test_recall_tip_3_step,test_recall_tip_4_epoch,test_recall_tip_4_step,test_recall_tip_5_epoch,test_recall_tip_5_step,test_recall_tip_6_epoch,test_recall_tip_6_step,test_recall_tip_7_epoch,test_recall_tip_7_step,test_recall_tip_8_epoch,test_recall_tip_8_step,test_recall_tip_9_epoch,test_recall_tip_9_step
,22,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.004259936511516571,,0.48502734303474426,,0.999896228313446,,0.507415771484375,,1.1363807916641235,,1.1828322410583496,,1.2033262252807617,,1.0040055513381958,,1.232499361038208,,1.1189916133880615,,1.7672944068908691,,,0.22825291752815247,,122.38069915771484,,121.16706848144531,,120.9144287109375,,119.9888916015625,,121.34557342529297,,120.89703369140625,,119.73664855957031,,247.29074096679688,,253.3029327392578,,252.76304626464844,,248.29129028320312,,252.91400146484375,,262.51263427734375,,253.46456909179688,,217.2232666015625,,221.2685089111328,,218.19046020507812,,193.28244018554688,,192.10665893554688,,178.18624877929688,,182.61917114257812,,286.18438720703125,,336.76641845703125,,337.3844909667969,,315.7664794921875,,333.3854675292969,,302.7603759765625,,281.62445068359375,84.50188446044922,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,23,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0052426946349442005,,0.5211853384971619,,0.9996502995491028,,0.4939679205417633,,1.0762580633163452,,1.055511236190796,,0.8437682390213013,,0.9722049832344055,,1.0121595859527588,,1.1428399085998535,,1.613502860069275,,,0.2019229233264923,,126.43673706054688,,126.20586395263672,,127.447509765625,,50.84236145019531,,51.93852996826172,,50.78807067871094,,128.1200408935547,,378.641845703125,,383.64959716796875,,382.23236083984375,,139.32420349121094,,140.6292724609375,,133.020751953125,,258.3672790527344,,139.68994140625,,144.92098999023438,,156.15982055664062,,235.91831970214844,,236.88604736328125,,234.78759765625,,283.4688720703125,,199.25283813476562,,205.91900634765625,,193.33709716796875,,414.2841491699219,,419.9258117675781,,413.5138854980469,,389.49737548828125,80.7309341430664,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,24,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.016604788601398468,,0.5534197092056274,,0.9995812177658081,,0.5044940114021301,,0.5758159756660461,,0.7688629031181335,,0.6327117085456848,,0.6308169960975647,,0.670587420463562,,0.6281591653823853,,1.4763445854187012,,,0.18765105307102203,,118.453857421875,,118.58425903320312,,121.30718994140625,,124.17060089111328,,123.01361083984375,,120.51173400878906,,121.03875732421875,,276.4992980957031,,268.1540222167969,,265.04962158203125,,268.01824951171875,,258.4603271484375,,263.85455322265625,,264.80535888671875,,192.450927734375,,209.69683837890625,,212.840087890625,,210.2133331298828,,208.1881866455078,,210.67086791992188,,220.2914276123047,,315.58917236328125,,348.32330322265625,,335.5505676269531,,298.7744140625,,307.0122375488281,,280.5990295410156,,248.88389587402344,68.56423950195312,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,25,,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.012177928350865841,,0.5492551326751709,,0.9975343346595764,,0.5037069320678711,,1.0457816123962402,,1.3382961750030518,,0.8397167921066284,,0.6445007920265198,,0.620073139667511,,0.552534818649292,,1.7657430171966553,,,0.21588484942913055,,108.5521240234375,,169.06301879882812,,120.96446228027344,,122.27407836914062,,122.31968688964844,,122.69844055175781,,166.39990234375,,452.8613586425781,,449.44012451171875,,430.7962646484375,,437.9219970703125,,437.0829772949219,,432.8957824707031,,467.6250915527344,,339.66717529296875,,361.752685546875,,355.1842041015625,,366.9601745605469,,369.9563903808594,,377.16583251953125,,383.91650390625,,245.77862548828125,,274.0653076171875,,394.61602783203125,,393.83013916015625,,401.4093322753906,,414.2545471191406,,300.2078857421875,92.13156127929688,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,26,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.0,,0.03390108048915863,,0.5513320565223694,,0.9999306797981262,,0.5252649784088135,,1.0314834117889404,,1.3936443328857422,,0.9075165390968323,,1.0317792892456055,,1.4647859334945679,,0.999832272529602,,0.018977519124746323,,,0.21203750371932983,,132.09930419921875,,130.18563842773438,,126.50926208496094,,129.22486877441406,,129.00108337402344,,125.883056640625,,129.34573364257812,,376.0142822265625,,380.556396484375,,298.40655517578125,,302.2751770019531,,268.351806640625,,271.9349365234375,,315.1793212890625,,336.4759521484375,,306.5298156738281,,268.41265869140625,,262.3642578125,,219.32626342773438,,223.70822143554688,,273.66107177734375,,391.55499267578125,,328.6756896972656,,348.9852600097656,,358.33233642578125,,246.67205810546875,,245.0177764892578,,368.7340087890625,81.34952545166016,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,27,,2.0,,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,,0.0,,0.04721788316965103,,0.554994523525238,,1.0,,0.5110406279563904,,0.8064280152320862,,0.7390238642692566,,0.2684501111507416,,0.2854214012622833,,0.3076823949813843,,0.5559654235839844,,0.16360574960708618,,,0.22683840990066528,,103.63641357421875,,106.099365234375,,110.31929016113281,,113.31076049804688,,115.76101684570312,,115.33177185058594,,126.24478149414062,,310.0892333984375,,322.30255126953125,,322.569091796875,,322.2978210449219,,324.6833190917969,,264.7091979980469,,328.4853515625,,301.40380859375,,281.77069091796875,,282.2259521484375,,269.90716552734375,,267.29058837890625,,244.86041259765625,,282.71087646484375,,396.2084655761719,,362.14288330078125,,360.03240966796875,,340.1439208984375,,333.13482666015625,,275.2647399902344,,367.577392578125,64.08631134033203,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,28,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.0,,0.03541354835033417,,0.5138370394706726,,0.9943244457244873,,0.496690034866333,,0.35695213079452515,,0.34432920813560486,,0.3660236597061157,,0.45764046907424927,,0.29957151412963867,,0.24421733617782593,,0.09580869227647781,,,0.22394439578056335,,130.15367126464844,,123.30654907226562,,124.13175201416016,,128.33628845214844,,124.46656036376953,,130.3858642578125,,130.0700225830078,,401.6405334472656,,406.7989196777344,,411.2191162109375,,416.97222900390625,,414.3844299316406,,412.03143310546875,,440.39404296875,,213.68951416015625,,207.45645141601562,,219.1329345703125,,226.0391845703125,,254.1851806640625,,231.51422119140625,,327.07733154296875,,256.0861511230469,,240.02650451660156,,239.0645751953125,,280.75311279296875,,287.3121643066406,,297.52435302734375,,397.1363830566406,61.739192962646484,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,29,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.08788605779409409,,0.6068527102470398,,0.9988294243812561,,0.5194562077522278,,0.32824450731277466,,0.11768955737352371,,0.43476614356040955,,0.5271609425544739,,0.5440699458122253,,0.5426440238952637,,0.08285483717918396,,,0.23767158389091492,,123.23149871826172,,103.61006164550781,,109.88883972167969,,119.34785461425781,,123.58804321289062,,118.80220031738281,,133.30142211914062,,400.0673522949219,,402.51678466796875,,304.32196044921875,,309.1463623046875,,305.5283508300781,,307.5748291015625,,293.4190673828125,,216.80242919921875,,280.1866760253906,,178.0042724609375,,168.94004821777344,,175.47299194335938,,177.48056030273438,,333.0621032714844,,216.42079162597656,,348.3738098144531,,251.55050659179688,,259.76287841796875,,276.7398681640625,,277.55780029296875,,397.63079833984375,58.160884857177734,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,30,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.057539861649274826,,0.6355962157249451,,0.9995133876800537,,0.5182406902313232,,0.09380550682544708,,0.14793820679187775,,0.24658465385437012,,0.10723776370286942,,0.07092005759477615,,0.10519629716873169,,0.05812494829297066,,,0.21840518712997437,,129.57354736328125,,128.54978942871094,,95.03629302978516,,121.99867248535156,,124.73422241210938,,125.6659927368164,,123.0406265258789,,481.4693298339844,,486.55828857421875,,403.2147521972656,,412.9107666015625,,411.1519775390625,,407.62750244140625,,408.0101013183594,,391.9356994628906,,383.6567687988281,,300.2618408203125,,273.61944580078125,,265.99591064453125,,265.11553955078125,,277.7026062011719,,374.4822998046875,,345.62054443359375,,413.517578125,,350.5401916503906,,343.6829833984375,,341.49542236328125,,368.055908203125,62.00910568237305,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,31,,2.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.024895746260881424,,0.5937207937240601,,1.0,,0.5123425722122192,,0.4880242645740509,,0.2711150348186493,,0.17195847630500793,,0.19354699552059174,,0.17470616102218628,,0.14974255859851837,,0.07705707103013992,,,0.22482343018054962,,126.8144760131836,,118.56271362304688,,114.4114990234375,,119.28789520263672,,121.62003326416016,,122.21261596679688,,116.060302734375,,420.13330078125,,399.44708251953125,,395.8567199707031,,421.7104797363281,,423.31292724609375,,418.92791748046875,,399.77447509765625,,239.8155517578125,,273.9280090332031,,266.6434326171875,,250.8393096923828,,246.18084716796875,,246.52810668945312,,273.5390319824219,,256.04730224609375,,291.99114990234375,,300.13177490234375,,249.08734130859375,,258.214111328125,,264.331787109375,,369.5522155761719,58.338233947753906,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,32,,1.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.011951098218560219,,0.5967578887939453,,1.0,,0.5063468813896179,,0.3509334623813629,,0.1537443995475769,,0.08475753664970398,,0.09379564225673676,,0.09801756590604782,,0.14489178359508514,,0.0711142048239708,,,0.21673083305358887,,129.81024169921875,,126.15385437011719,,125.92266845703125,,125.81908416748047,,125.78021240234375,,125.96747589111328,,118.94589233398438,,438.0954284667969,,438.2369384765625,,436.4734802246094,,436.8880920410156,,434.615966796875,,432.77886962890625,,403.0312805175781,,263.3011474609375,,255.90707397460938,,267.94500732421875,,261.50396728515625,,259.80096435546875,,258.1685485839844,,272.20025634765625,,273.6177978515625,,260.73443603515625,,264.5633850097656,,272.5052185058594,,285.2767333984375,,292.889892578125,,373.17742919921875,57.47068405151367,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,33,,1.0,,0.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,,0.006908085197210312,,0.6274817585945129,,0.9999541640281677,,0.5012733936309814,,0.3352355659008026,,0.18161630630493164,,0.1989705115556717,,0.3210107088088989,,0.24836032092571259,,0.24355457723140717,,0.018478065729141235,,,0.2109433114528656,,138.748291015625,,134.6545867919922,,133.73419189453125,,133.69696044921875,,133.0734100341797,,134.76638793945312,,124.82484436035156,,488.4171447753906,,488.5771484375,,484.7059326171875,,484.5198974609375,,487.3725891113281,,486.3330078125,,486.7897033691406,,391.158447265625,,390.41094970703125,,394.31451416015625,,394.9377136230469,,388.2391357421875,,391.2095031738281,,385.8013916015625,,407.35894775390625,,392.0196533203125,,397.9631652832031,,401.615478515625,,404.0441589355469,,407.9184265136719,,383.20941162109375,72.69160461425781,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
